"id","lot","portails_candidats","routes","ecrans_ids","formulaire_id","composant","champ_ui","identifiant_DOM_baseline","cle_etat","origine","controle","condition_visibilite","objet_API_baseline","objet_API_candidat","table_colonne_expression","type_contraintes","valeur_initiale_normalisation","lecture_ecriture","rendu_detail_liste","ecart_baseline","restriction","sources_UI","sources_persistance","scenario_attendu","statut_revue","statut_saisie_ui","statut_persistance","statut_audit","version_observee","version_correction","preuve"
"CLI-SYSTEME-008","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","FRM-d203fedbc345 | FRM-3b57c7a1b9b7","src/pages/customers/CustomerForm.tsx | src/components/customers/BankAccountForm.tsx","Client parent bancaire","NON_SAISI","bank.customer_id","CONTEXTE_PARENT","Aucun nouveau champ UI à créer","Métadonnée / collection / relation","Injecté après création client","Dérivé de v_id dans RPC; interdit dans JSON p_banks","customer_banks.customer_id","FK non nullable vers customers.id","Voir origine et sources; aucun choix tenant utilisateur","Injecté après création client","À contrôler selon valeur utile; pas d’invention de champ","Tester banque appartenant à un autre client : refus sans écriture","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerForm.tsx:263","83f8c74e:src/types/database.ts:1125 | 83f8c74e:src/types/database.ts:1345 | CANDIDAT_NON_APPLIQUE:supabase/migrations/20260907044811_enregistrer_dossier_client_atomique.sql:40","CLI-UI-001/002/007/010 : vérifier IDs, FK, valeurs conservées, dates, transaction","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-SYSTEME-009","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","FRM-d203fedbc345 | FRM-3b57c7a1b9b7","src/pages/customers/CustomerForm.tsx | src/components/customers/BankAccountForm.tsx","Banque active","NON_SAISI","bank.is_active","SYSTÈME_COLLECTION","Aucun nouveau champ UI à créer","Métadonnée / collection / relation","État créé actif; ne charge que is_active=true","Retrait devient is_active=false et is_primary=false","customer_banks.is_active","Booléen nullable; défaut UI true","Voir origine et sources; aucun choix tenant utilisateur","État créé actif; ne charge que is_active=true","À contrôler selon valeur utile; pas d’invention de champ","Aucun contrôle de désactivation indépendant dans UI baseline; retrait de collection à tracer","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/components/customers/BankAccountForm.tsx:116","83f8c74e:src/types/database.ts:1125 | 83f8c74e:src/types/database.ts:1345 | CANDIDAT_NON_APPLIQUE:supabase/migrations/20260907044811_enregistrer_dossier_client_atomique.sql:40","CLI-UI-001/002/007/010 : vérifier IDs, FK, valeurs conservées, dates, transaction","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-SYSTEME-010","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","FRM-d203fedbc345 | FRM-3b57c7a1b9b7","src/pages/customers/CustomerForm.tsx | src/components/customers/BankAccountForm.tsx","Date de création bancaire","NON_SAISI","bank.created_at","SYSTÈME","Aucun nouveau champ UI à créer","Métadonnée / collection / relation","DB par défaut","Conserver lors update","customer_banks.created_at","Horodatage nullable","Voir origine et sources; aucun choix tenant utilisateur","DB par défaut","À contrôler selon valeur utile; pas d’invention de champ","Pas de champ UI requis","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/types/database.ts:1125","83f8c74e:src/types/database.ts:1125 | 83f8c74e:src/types/database.ts:1345 | CANDIDAT_NON_APPLIQUE:supabase/migrations/20260907044811_enregistrer_dossier_client_atomique.sql:40","CLI-UI-001/002/007/010 : vérifier IDs, FK, valeurs conservées, dates, transaction","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-SYSTEME-011","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","FRM-d203fedbc345 | FRM-3b57c7a1b9b7","src/pages/customers/CustomerForm.tsx | src/components/customers/BankAccountForm.tsx","Date de mise à jour bancaire","NON_SAISI","bank.updated_at","SYSTÈME","Aucun nouveau champ UI à créer","Métadonnée / collection / relation","DB/trigger historique","statement_timestamp() sur fusion/désactivation","customer_banks.updated_at","Horodatage nullable","Voir origine et sources; aucun choix tenant utilisateur","DB/trigger historique","À contrôler selon valeur utile; pas d’invention de champ","Contrôler mise à jour uniquement des banques ciblées","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/types/database.ts:1125","83f8c74e:src/types/database.ts:1125 | 83f8c74e:src/types/database.ts:1345 | CANDIDAT_NON_APPLIQUE:supabase/migrations/20260907044811_enregistrer_dossier_client_atomique.sql:40","CLI-UI-001/002/007/010 : vérifier IDs, FK, valeurs conservées, dates, transaction","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-SYSTEME-012","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","FRM-d203fedbc345 | FRM-3b57c7a1b9b7","src/pages/customers/CustomerForm.tsx | src/components/customers/BankAccountForm.tsx","Références historiques des banques","NON_SAISI","bank.payment_relations","RELATION_AVAL","Aucun nouveau champ UI à créer","Métadonnée / collection / relation","Non saisi dans formulaire client","Aucune suppression/recréation des IDs bancaires","payments.customer_bank_id / pre_sales.customer_bank_id → customer_banks.id","FK vers même banque","Voir origine et sources; aucun choix tenant utilisateur","Non saisi dans formulaire client","À contrôler selon valeur utile; pas d’invention de champ","Préparer en test un compte référencé; modification et retrait conservent les paiements","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/types/database.ts:3543","83f8c74e:src/types/database.ts:1125 | 83f8c74e:src/types/database.ts:1345 | CANDIDAT_NON_APPLIQUE:supabase/migrations/20260907044811_enregistrer_dossier_client_atomique.sql:40","CLI-UI-001/002/007/010 : vérifier IDs, FK, valeurs conservées, dates, transaction","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-001","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Nombre total de clients","Libellé/table/graphique; pas d’input","L.totalCustomers","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","Réponse SELECT customers autorisée","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","customers.length","Aucune écriture","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Nombre total de clients","Ne pas prendre un total paginé pour total global; erreur serveur ne doit pas afficher 0","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:159","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-002","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Clients actifs","Libellé/table/graphique; pas d’input","L.activeCustomers","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","Valeurs réelles du statut","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","count(customers.status==='active')","Aucune écriture","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Clients actifs","Baseline convertit null/invalide en active, donc faux total possible","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:160","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-003","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Pourcentage de clients actifs","Libellé/table/graphique; pas d’input","L.activePercentage","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","Calcul de ratio","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","arrondi(activeCustomers/totalCustomers×100)","Aucune écriture","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Pourcentage de clients actifs","Tester vrai zéro et source indisponible séparément","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:163","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-004","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Chiffre d’affaires cumulé","Libellé/table/graphique; pas d’input","L.totalRevenue","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","sales avec états management_approved/customer_approved/payment_received/completed","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","sum(sales.final_proceeds)","Unité affichée USD par formatCurrency défaut","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Chiffre d’affaires cumulé","Erreur sales masquée comme 0; vérifier filtres, états et unité existante","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:161","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-005","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Valeur moyenne des commandes","Libellé/table/graphique; pas d’input","L.avgOrderValue","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","Sommes clients et ventes","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","baseline totalRevenue / totalCustomers","Unité USD","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Valeur moyenne des commandes","Dénominateur client incohérent avec intitulé commandes; corriger sans inventer des opérations","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:162","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-006","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Évolution du nombre de clients","Libellé/table/graphique; pas d’input","L.fakeTrendClients","DEMONSTRATION_CODEE_EN_DUR_A_CORRIGER","Lecture affichée","Liste ou détail; onglet selon écran","Aucune source réelle baseline","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","constante +3 ce trimestre","Aucune écriture","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Évolution du nombre de clients","Constante de démonstration à supprimer/remplacer par complément réel; pas de taux inventé","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:169","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-007","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Évolution du chiffre d’affaires","Libellé/table/graphique; pas d’input","L.fakeTrendRevenue","DEMONSTRATION_CODEE_EN_DUR_A_CORRIGER","Lecture affichée","Liste ou détail; onglet selon écran","Aucune source réelle baseline","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","constante +24 % année précédente","Aucune écriture","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Évolution du chiffre d’affaires","Aucune comparaison de période réelle","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:185","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-008","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","CMP-2215414cf191","src/pages/customers/CustomerListing.tsx","Évolution moyenne commandes","Libellé/table/graphique; pas d’input","L.fakeTrendAverage","DEMONSTRATION_CODEE_EN_DUR_A_CORRIGER","Lecture affichée","Liste ou détail; onglet selon écran","Aucune source réelle baseline","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","constante +8 % ce trimestre","Aucune écriture","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Évolution moyenne commandes","Aucune comparaison de période réelle","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerListing.tsx:193","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-009","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","ECR-4c59694d6d6f","src/pages/customers/CustomerProfile.tsx","Nombre d’achats du client","Libellé/table/graphique; pas d’input","LD.totalPurchases","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","sales.customer_id → customers.id","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","count(sales WHERE customer_id=:id et statut autorisé)","Nombre entier","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Nombre d’achats du client","Liste inclut management_approved; détail l’exclut : périmètres divergents","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerProfile.tsx:108","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-010","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","ECR-4c59694d6d6f","src/pages/customers/CustomerProfile.tsx","Montant total du client","Libellé/table/graphique; pas d’input","LD.totalSpent","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","Ventes du client","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","sum(sales.final_proceeds)","USD dans formatCurrency par défaut","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Montant total du client","Null ou erreur ne doit pas devenir montant prouvé égal à zéro","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerProfile.tsx:109","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-011","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","ECR-4c59694d6d6f","src/pages/customers/CustomerProfile.tsx","Montant moyen d’un achat","Libellé/table/graphique; pas d’input","D.averageOrderValue","CALCULE_OU_RELATION","Lecture affichée","Liste ou détail; onglet selon écran","Ventes du client","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","totalSpent / totalPurchases (0 si aucun achat)","USD","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Montant moyen d’un achat","Harmoniser avec liste selon même nombre de ventes","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerProfile.tsx:110","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
"CLI-LECTURE-012","LOT-stakeholders/clients","SONASP gestionnaire; Owner; Admin selon module et autorisation serveur; Mine lecture seule","/customers/new | /customers/:id/edit | /customers/:id | /customers","ECR-57a476684b9a | ECR-90c316e4268e | ECR-4c59694d6d6f | ECR-fb78963058ff","ECR-4c59694d6d6f","src/pages/customers/CustomerProfile.tsx","Taux de paiement","Libellé/table/graphique; pas d’input","D.paymentRate","DEMONSTRATION_CODEE_EN_DUR_A_CORRIGER","Lecture affichée","Liste ou détail; onglet selon écran","Liste utilise ratio statuts completed/payment_received, détail aucune source","Lecture réelle conservée/corrigée par frontend; aucun nouvel indicateur métier","baseline constante 0","Pourcentage","Ne pas assimiler erreur, null et zéro","LECTURE_SEULE","Taux de paiement","Zéro fictif; ratio de statuts ≠ montant réellement payé, libellé doit être fidèle","RLS customers/customer_banks : lecture authenticated, écritures snp_est_agent_sonasp(); nouvelle RPC exige également session active; effectivité NON TESTÉE","83f8c74e:src/pages/customers/CustomerProfile.tsx:119","83f8c74e:src/pages/customers/CustomerListing.tsx:61 | 83f8c74e:src/pages/customers/CustomerProfile.tsx:97","CLI-UI-006/008/009 : même ID et filtres, zéro/vide/erreur, lignes et agrégats réels","REVUE_STATIQUE_BASELINE","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","83f8c74ea83c81a2734ef9e086c2edd211573ebe","migration candidate SHA256:0b87f4df5de4e59c7c7252550018c92d923d978f356289109c142b417c31cb0f; branche de travail non auditée","Lecture indépendante des quatre composants, types et migrations; aucun accès Auth/API/base/UI pour cette matrice"
