"id","portail","module","route","type","libelle","source","composants","actions","permissions","politique_registre","defauts","responsable","exigence_design","methode","revue_statique","statut","test_ui","preuve_ui","baseline","version_source"
"ACT-2402f2060bfd","owner | sonasp","public-et-alias","/approvals","ACTION_JSX","Voir le circuit de validation","src/components/approval/SalesApprovalCard.tsx:322","src/components/approval/SalesApprovalCard.tsx","{() => setShowWorkflowPanel(true)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot public-et-alias","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-240e1d72061a","admin | owner | sonasp","gold_purchases","/achats/plans/:id","ACTION_JSX","En préservant les ajustements","src/pages/achats/PlanAchatDetails.tsx:677","src/pages/achats/PlanAchatDetails.tsx","{() => void repartir(false)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot achats et contrats","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-241263b741b0","admin | airport | customer | factory | mine | owner | refinery | sonasp","international_markets","/fx-rates","ACTION_JSX","Ajouter un taux journalier","src/pages/prices/FxRatesPage.tsx:540","src/pages/prices/FxRatesPage.tsx","{() => setShowAddModal(true)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot international_markets","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-2474563a83ec","direction | owner","portal-direction","/portail-direction/* | /portail-direction/achats | /portail-direction/alertes | /portail-direction/compte | /portail-direction/contrats | /portail-direction/finances | /portail-direction/performance | /portail-direction/previsions | /portail-direction/production | /portail-direction/rapports | /portail-direction/synthese","ACTION_JSX","Réessayer","src/pages/manager/ManagerPortalPage.tsx:60","src/pages/manager/ManagerPortalPage.tsx","{() => void load()}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-direction","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-2489bafe9d24","admin | airport | collector | comptoir | customer | dgi | dgmg | direction | factory | mine | owner | refinery | sonasp","transverse","/profile","ACTION_JSX","{t('auth.saveChanges')}","src/pages/Profile.tsx:255","src/pages/Profile.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot transverse","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-24cb3a6f36b4","admin | mine | owner | sonasp","production","/production/licenses","ACTION_JSX","article","src/pages/production/ExportLicensesPage.tsx:268","src/pages/production/ExportLicensesPage.tsx","{() => navigate(`/production/licenses/${licence.id}`)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot production industrielle","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-250b4c96c3f8","admin | dgi | mine | owner | sonasp","conciliation","/conciliation/regles-fiscales","ACTION_JSX","Fermer le détail","src/pages/fiscalite/ReglesFiscalesPage.tsx:859","src/pages/fiscalite/ReglesFiscalesPage.tsx","{() => setDetail(null)}","src/pages/fiscalite/ReglesFiscalesPage.tsx:204 hasSensitiveCapability(user, CAPABILITIES.TAX_RULES_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot conciliation","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-2530214dcc50","admin | dgi | mine | owner | sonasp","conciliation","/conciliation/:id","ACTION_JSX","Dossiers","src/pages/conciliation/ConciliationDetails.tsx:852","src/pages/conciliation/ConciliationDetails.tsx","{(event) => { event.preventDefault(); navigate('/conciliation'); }}","src/pages/conciliation/ConciliationDetails.tsx:700 hasSensitiveCapability(user, CAPABILITIES.RECONCILIATION_EDIT) | src/pages/conciliation/ConciliationDetails.tsx:701 hasSensitiveCapability(user, CAPABILITIES.RECONCILIATION_APPROVE) | src/pages/conciliation/ConciliationDetails.tsx:702 hasCapability(user, CAPABILITIES.RECONCILIATION_EXPORT)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot conciliation","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-2534850da75f","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/collecteurs | /artisan-minier/collecteurs/:id","ACTION_JSX","Autoriser le paiement","src/pages/collector/CollectorsPage.tsx:267","src/pages/collector/CollectorsPage.tsx","{() => void authorize(false)}","src/pages/collector/CollectorsPage.tsx:237 isCollectorScopedUser(user) | src/pages/collector/CollectorsPage.tsx:237 isComptoirScopedUser(user) | src/pages/collector/CollectorsPage.tsx:48 canManageMiningRegistry(user) | src/pages/collector/CollectorsPage.tsx:50 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_EXECUTE) | src/pages/collector/CollectorsPage.tsx:51 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-255abd682a88","admin | airport | mine | owner | sonasp","shipping","/freight-customs/:id","ACTION_JSX","Retour aux opérations","src/pages/freight/FreightCustomsDetails.tsx:151","src/pages/freight/FreightCustomsDetails.tsx","{handleBack}","src/pages/freight/FreightCustomsDetails.tsx:160 [['overview', 'Vue d’ensemble'], ['lots', 'Lots et poids'], ['documents', `Documents (${documents.length})`], ...(canReadHistory ? [['history', 'Piste d’audit']] : [])].map(([value, label]) => <button type=""button"" key={ | src/pages/freight/FreightCustomsDetails.tsx:48 hasFreightCapability(user, FREIGHT_CAPABILITIES.PREPARE) | src/pages/freight/FreightCustomsDetails.tsx:49 hasFreightCapability(user, FREIGHT_CAPABILITIES.INVOICE_MANAGE) | src/pages/freight/FreightCustomsDetails.tsx:50 canReadFreightHistory(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot expéditions","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-257abfc8a323","admin | owner | sonasp","artisan-minier","/artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","Enregistrer ce barème","src/pages/artisan-minier/AffiliationsCartes.tsx:1320","src/pages/artisan-minier/AffiliationsCartes.tsx","","src/pages/artisan-minier/AffiliationsCartes.tsx:121 hasSensitiveCapability( user, CAPABILITIES.PLATFORM_SETTINGS_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:125 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:131 hasSensitiveCapability(user, CAPABILITIES.ARTISAN_CARDS_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-257adb088f46","admin | owner | sonasp","dashboard","/dashboard","ACTION_JSX","Fermer les options","src/pages/dashboards/GlobalDashboardEnhanced.tsx:273","src/pages/dashboards/GlobalDashboardEnhanced.tsx","{() => { setDatePanelOpen(false); setFilterPanelOpen(false); }}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot pilotage national","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-258370087e0b","admin | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/rapports/chiffre-affaires","ACTION_JSX","Centre de rapports","src/pages/artisan-minier/RapportChiffreAffaires.tsx:127","src/pages/artisan-minier/RapportChiffreAffaires.tsx","{() => navigate('/artisan-minier/rapports')}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-25ce64bdc17b","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","{site.id === selectedSite && ( <Check className=""h-4 w-4 text-primary-600"" /> )}","src/components/ui/SiteSelector.tsx:45","src/components/ui/SiteSelector.tsx","{() => { onSiteChange(site.id); setIsOpen(false); }}","","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-25e690d3db86","admin | dgi | dgmg | factory | mine | owner | sonasp","production","/production/:id","ACTION_JSX","Retour aux déclarations","src/pages/production/ProductionDetails.tsx:201","src/pages/production/ProductionDetails.tsx","{() => navigate('/production/daily')}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot production industrielle","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-25ef1e611dfa","admin | airport | factory | mine | owner | sonasp","shipping","/shipping/preparation/:id | /shipping/preparation/:id/details","ACTION_JSX","Prête pour l’expédition","src/pages/shipping/ShippingPreparationDetailsEnhanced.tsx:813","src/pages/shipping/ShippingPreparationDetailsEnhanced.tsx","{() => handleStatusChange('ready_for_expedition')}","src/pages/shipping/ShippingPreparationDetailsEnhanced.tsx:76 hasSensitiveCapability(user, CAPABILITIES.SONASP_PREPARE) | src/pages/shipping/ShippingPreparationDetailsEnhanced.tsx:77 hasSensitiveCapability(user, CAPABILITIES.SONASP_APPROVE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot expéditions","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-26009c6896a3","admin | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or/:id/modifier | /artisan-minier/ventes-or/nouvelle","ACTION_JSX","{saving ? <Loader2 className=""sn-spin"" aria-hidden=""true"" /> : <Save aria-hidden=""true"" />} {saving ? 'Enregistrement…' : titreAction}","src/pages/artisan-minier/VenteOrForm.tsx:816","src/pages/artisan-minier/VenteOrForm.tsx","","src/pages/artisan-minier/VenteOrForm.tsx:199 isComptoirScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-265de9f320b5","admin | dgmg | owner | sonasp","mining_sites","/artisan-sites","ACTION_JSX","Réinitialiser","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx:374","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx","{resetFilters}","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx:142 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot sites artisanaux","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-267a986680e6","admin | mine | owner | sonasp","gold_purchases","/achats/reglements","ACTION_JSX","Fermer","src/pages/achats/ReglementsAchatPage.tsx:467","src/pages/achats/ReglementsAchatPage.tsx","{() => setFormulaireOuvert(false)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot achats et contrats","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-2690bcebf0ca","admin | airport | collector | comptoir | customer | dgi | dgmg | direction | factory | mine | owner | refinery | sonasp","administration | artisan-minier | artisan_gold_market | conciliation | dashboard | gold_inventory | gold_purchases | international_markets | mining_sites | national_reserve | portal-collector | portal-comptoir | portal-direction | production | public-et-alias | sales | settings | shipping | stakeholders","/access/audit | /access/portals | /access/roles | /achats/comptes | /achats/comptes-paiements | /achats/demandes | /achats/plans | /achats/plans/:id | /achats/reglements | /achats/reglements/nouveau | /admin/gold-sales-settings | /admin/messagerie | /admin/messagerie/:uid | /admin/messagerie/nouveau | /admin/modules | /admin/refineries | /admin/refineries/edit/:id | /admin/refineries/new | /admin/settings | /admin/status-manager | /admin/transport-companies | /admin/transport-companies/edit/:id | /admin/transport-companies/new | /admin/users | /admin/workflow | /approvals | /artisan-minier | /artisan-minier/:artisanId/infractions/:infractionId | /artisan-minier/:artisanId/infractions/:infractionId/modifier | /artisan-minier/:artisanId/infractions/nouvelle | /artisan-minier/:id | /artisan-minier/:id/edit | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation | /artisan-minier/collecteurs | /artisan-minier/collecteurs/:id | /artisan-minier/collecteurs/:id/modifier | /artisan-minier/collecteurs/nouveau | /artisan-minier/comptoirs | /artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau | /artisan-minier/liste | /artisan-minier/paiements | /artisan-minier/paiements/:venteId/nouveau | /artisan-minier/paiements/historique | /artisan-minier/paiements/historique/:paiementId | /artisan-minier/rapports | /artisan-minier/rapports/chiffre-affaires | /artisan-minier/rapports/quantites | /artisan-minier/rapports/taxes | /artisan-minier/ventes-or | /artisan-minier/ventes-or/:id | /artisan-minier/ventes-or/:id/facture | /artisan-minier/ventes-or/:id/modifier | /artisan-minier/ventes-or/nouvelle | /artisan-sites | /artisan-sites/:siteId | /artisan-sites/:siteId/modifier | /artisan-sites/nouveau | /artisan-sites/production | /collecte/ventes | /collecte/ventes/nouvelle | /conciliation | /conciliation/:id | /conciliation/regles-fiscales | /contrats | /contrats/:id | /contrats/:id/modifier | /contrats/nouveau | /contrats/pilotage | /dashboard | /dashboard/airport | /dashboard/customer | /dashboard/factory | /dashboard/management | /dashboard/production-modern | /dashboard/refinery | /freight | /freight-customs | /freight-customs/:id | /freight-customs/create | /freight/shipments/:id | /freight/shipments/create | /gold-prices | /inventory | /inventory/add | /inventory/silver | /national-reserve | /national-reserve/allocations | /national-reserve/allocations/:id | /national-reserve/allocations/:id/edit | /national-reserve/allocations/new | /national-reserve/audit | /national-reserve/controls | /national-reserve/physical | /national-reserve/valuation | /parameters | /payments | /payments/:id | /payments/create | /payments/record | /performance/budgets | /performance/forecasts | /portail-collecteur | /portail-collecteur/documents | /portail-collecteur/stock | /portail-comptoir | /portail-comptoir/stock | /portail-comptoir/ventes-sonasp | /portail-direction/* | /portail-direction/achats | /portail-direction/alertes | /portail-direction/compte | /portail-direction/contrats | /portail-direction/finances | /portail-direction/performance | /portail-direction/previsions | /portail-direction/production | /portail-direction/rapports | /portail-direction/synthese | /production/:id | /production/achats-mines | /production/daily | /production/in-safe | /production/licenses | /production/licenses/requests | /requisitions | /requisitions/:id | /requisitions/:id/modifier | /requisitions/nouvelle | /sales | /sales/:id | /shipping | /shipping/preparation | /shipping/preparation/:id | /shipping/preparation/:id/details | /shipping/preparation/:id/edit | /shipping/preparation/new | /sonasp/cessions-comptoirs | /stakeholders/freight-companies | /stakeholders/organizations | /stakeholders/organizations/:id/edit | /stakeholders/organizations/new | /stakeholders/refinery-plants | /users | /users/:userId | /users/edit | /users/new","ACTION_JSX","Fermer la navigation","src/components/layout/NationalDashboardLayout.tsx:787","src/components/layout/NationalDashboardLayout.tsx","{() => setMobileOpen(false)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-26b0bca7f63e","admin | owner | sonasp","artisan-minier","/artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","Page précédente","src/pages/artisan-minier/AffiliationsCartes.tsx:906","src/pages/artisan-minier/AffiliationsCartes.tsx","{() => setPage(currentPage - 1)}","src/pages/artisan-minier/AffiliationsCartes.tsx:121 hasSensitiveCapability( user, CAPABILITIES.PLATFORM_SETTINGS_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:125 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:131 hasSensitiveCapability(user, CAPABILITIES.ARTISAN_CARDS_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-26b0cc465231","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","div","src/components/layout/Header.tsx:239","src/components/layout/Header.tsx","{() => setShowUserMenu(false)}","","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-26c95f06d195","admin | mine | owner | refinery | sonasp","gold_inventory","/inventory","ACTION_JSX","Fermer l’historique","src/pages/inventory/StockHistoryDialog.tsx:75","src/pages/inventory/StockHistoryDialog.tsx","{onClose}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot stocks","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-26f670d15610","admin | dgi | dgmg | factory | mine | owner | sonasp","production","/production/in-safe","ACTION_JSX","Réinitialiser","src/pages/production/ProductionInSafe.tsx:454","src/pages/production/ProductionInSafe.tsx","{reinitialiser}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot production industrielle","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-26fc0f449f7d","admin | mine | owner | sonasp","gold_purchases","/requisitions/:id","ACTION_JSX","{requisition.regime_juridique === 'accord_requis' ? 'Approuver et transmettre' : 'Accuser réception s}","src/pages/requisitions/RequisitionDetails.tsx:361","src/pages/requisitions/RequisitionDetails.tsx","{() => void repondreCommeMine('approuver')}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot achats et contrats","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-270267d0c2b9","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","{saving ? <Loader2 className=""sn-spin"" aria-hidden=""true"" /> : <UserCheck aria-hidden=""true"" />} {u.is_sales_approver ? 'Retirer' : 'Accorder'}","src/pages/stakeholders/ApprobateursPage.tsx:190","src/pages/stakeholders/ApprobateursPage.tsx","{() => void basculer(u)}","src/pages/stakeholders/ApprobateursPage.tsx:188 canManageAccount(user?.role, u.role, user?.id, u.id) | src/pages/stakeholders/ApprobateursPage.tsx:52 hasSensitiveCapability(user, CAPABILITIES.ACCOUNTS_MANAGE) | src/pages/stakeholders/ApprobateursPage.tsx:99 canManageAccount(user?.role, cible.role, user?.id, cible.id)","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-274050646c73","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau","ACTION_JSX","Modifier le dossier","src/pages/collector/ComptoirForm.tsx:982","src/pages/collector/ComptoirForm.tsx","","src/pages/collector/ComptoirForm.tsx:938 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-2746ba4a800b","admin | dgi | mine | owner | sonasp","conciliation","/conciliation/regles-fiscales","ACTION_JSX","Annuler","src/pages/fiscalite/ReglesFiscalesPage.tsx:601","src/pages/fiscalite/ReglesFiscalesPage.tsx","{fermerFormulaire}","src/pages/fiscalite/ReglesFiscalesPage.tsx:204 hasSensitiveCapability(user, CAPABILITIES.TAX_RULES_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot conciliation","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
