"id","portail","profil_role","contexte","compte_resolu","organisation","route","module","roles_registre","types_registre","capacites_registre_OR","lecture_seule_registre","national_registre","gardes_route_JSX","resultat_fonction_pure","statut_controle_serveur","statut_test_interface","statut_audit","preuve","sources","limite","baseline","version_source"
"DRT-1ae209a4f0da","POR-dgi","dgi","CAPACITES_EXPLICITES_VIDES","unknown","dgi","/admin/refineries/new","public-et-alias","admin | management","admin | sonasp","referentials.manage | sonasp.prepare","false","true","<ProtectedRoute allowedRoles={['management']}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1152 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1ae5eb3284bb","POR-admin","admin","MODULES_EXPLICITES_VIDES","admin","sonasp","/artisan-minier/rapports/chiffre-affaires","artisan_gold_market","customer | management","comptoir | sonasp","","true","false","<ProtectedRoute>","REFUSE:module","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:600 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1aee6abf5e7e","POR-sonasp","management","PROFIL_INACTIF","unknown","sonasp","/artisan-minier/rapports/chiffre-affaires","artisan_gold_market","customer | management","comptoir | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:600 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1aeeca5144eb","POR-comptoir","comptoir","PROFIL_INACTIF","unknown","comptoir","/sales/simulator","international_markets","customer | management | mine","mine | sonasp","mine.operate | sonasp.prepare","false","false","<ProtectedRoute requiredPermission={PERMISSIONS.SALES_CREATE}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1451 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1aef29527cbc","POR-factory","factory","PROFIL_INACTIF","unknown","sonasp","/fx-rates","international_markets","airport | customer | factory | management | mine | refinery","airport | customer | factory | mine | refinery | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1248 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1af0f124fc52","POR-sonasp","management","CAPACITES_EXPLICITES_COMPLETES","sonasp","sonasp","/payments/:id","sales","customer | management | mine","customer | mine | sonasp","","true","false","<ProtectedRoute>","ADMIS_PAR_REGISTRE_FRONTEND","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1581 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1afa9904bb8b","POR-airport","airport","PROFIL_INACTIF","unknown","sonasp","/admin/refineries","public-et-alias","admin | management","admin | sonasp","referentials.manage | sonasp.prepare","false","true","<ProtectedRoute allowedRoles={['management']}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1143 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1afcc857c3ee","POR-factory","factory","TENANT_MINE_INCOHERENT","unknown","sonasp","/stakeholders/organizations/new","stakeholders","admin | dgmg | management | owner","admin | dgmg | owner | sonasp","dgmg.supervise | referentials.manage","false","false","<OrganizationRegistryRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1698 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1afcdfaa1af9","POR-comptoir","comptoir","TENANT_MINE_INCOHERENT","unknown","comptoir","/payments","sales","customer | management | mine","customer | mine | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:735 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b061892d3b1","POR-dgi","dgi","CAPACITES_EXPLICITES_VIDES","unknown","dgi","/shipping/preparation/new","shipping","airport | customer | factory | management | mine","airport | factory | mine | sonasp","","false","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1275 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b0706354aa6","POR-factory","factory","TENANT_MINE_INCOHERENT","unknown","sonasp","/admin/permissions","administration","admin | owner","admin | owner","accounts.manage","false","true","<ProtectedRoute requiredPermission={PERMISSIONS.USERS_MANAGE} requiredSensitiveCapability={CAPABILITIES.ACCOUNTS_MANAGE}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1067 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b0b46a7ec6d","POR-refinery","refinery","TENANT_MINE_INCOHERENT","unknown","sonasp","/artisan-minier/collecteurs","artisan-minier","admin | collector | comptoir | customer | dgmg | management | owner","admin | collector | comptoir | dgmg | owner | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:322 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b14c3463da3","POR-dgmg","dgmg","MODULES_EXPLICITES_VIDES","dgmg","dgmg","/national-reserve/audit","national_reserve","admin | management","sonasp","","true","true","<ProtectedRoute allowedRoles={['management', 'admin']}>","REFUSE:module","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:690 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b196536d985","POR-collector","collector","PROFIL_INACTIF","unknown","sonasp","/artisan-minier/comptoirs","artisan-minier","admin | dgmg | owner","admin | dgmg | owner","","false","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:326 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b243a57cd5d","POR-owner","owner","PROFIL_INACTIF","unknown","sonasp","/artisan-minier/comptoirs/:id/modifier","artisan-minier","admin | dgmg | owner","admin | dgmg | owner","","false","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:329 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b245065163c","POR-airport","airport","TENANT_MINE_INCOHERENT","unknown","sonasp","/contrats","gold_purchases","customer | management | mine","mine | sonasp","mine.operate | sonasp.approve | sonasp.finance.execute | sonasp.finance.reconcile | sonasp.prepare | sonasp.workflow.read","true","false","<ProtectedRoute allowedRoles={['management', 'mine']} requiredAnyCapabilities={MINE_RELATION_READ_CAPABILITIES} >","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:873 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b2fa775a8c5","POR-airport","airport","PROFIL_INACTIF","unknown","sonasp","/analytics/production","production_analytics","management","sonasp","reports.read","true","true","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1617 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b3e1da85c57","POR-factory","factory","CAPACITES_EXPLICITES_VIDES","unknown","sonasp","/shipping/preparation","shipping","airport | customer | factory | management | mine","airport | factory | mine | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1266 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b3f79ec437d","POR-factory","factory","CAPACITES_EXPLICITES_COMPLETES","factory","sonasp","/access/roles","administration","admin | owner","admin | owner","accounts.manage","false","true","<ProtectedRoute requiredPermission={PERMISSIONS.USERS_MANAGE} requiredSensitiveCapability={CAPABILITIES.ACCOUNTS_MANAGE}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1077 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b4805a0ca6c","POR-owner","owner","PROFIL_INACTIF","unknown","sonasp","/national-reserve/allocations","national_reserve","admin | management","sonasp","","true","true","<ProtectedRoute allowedRoles={['management', 'admin']}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:699 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b4dc269557f","POR-collector","collector","CAPACITES_EXPLICITES_COMPLETES","collector","sonasp","/sales/simulator","international_markets","customer | management | mine","mine | sonasp","mine.operate | sonasp.prepare","false","false","<ProtectedRoute requiredPermission={PERMISSIONS.SALES_CREATE}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1451 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b50fbeae941","POR-factory","factory","CAPACITES_EXPLICITES_VIDES","unknown","sonasp","/artisan-minier/comptoirs","artisan-minier","admin | dgmg | owner","admin | dgmg | owner","","false","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:326 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b52a69f3006","POR-sonasp","management","CAPACITES_EXPLICITES_VIDES","sonasp","sonasp","/national-reserve/audit","national_reserve","admin | management","sonasp","","true","true","<ProtectedRoute allowedRoles={['management', 'admin']}>","ADMIS_PAR_REGISTRE_FRONTEND","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:690 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b539f5219d1","POR-direction","manager","MODULES_EXPLICITES_VIDES","direction","sonasp","/portail-comptoir/ventes-sonasp","portal-comptoir","comptoir | customer","comptoir","comptoir.manage","false","false","<ComptoirPortalGuard> | <ProtectedRoute>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:382 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b5cc8262402","POR-refinery","refinery","CAPACITES_EXPLICITES_VIDES","unknown","sonasp","/production/achats-mines","production","management","sonasp","","false","true","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:781 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b5d798f8eae","POR-airport","airport","MODULES_EXPLICITES_VIDES","airport","sonasp","/requisitions/:id/modifier","gold_purchases","management","sonasp","sonasp.prepare","false","true","<ProtectedRoute allowedRoles={['management', 'mine']} requiredAnyCapabilities={SONASP_REQUISITION_WRITE_CAPABILITIES} >","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:962 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b628a436d23","POR-dgmg","dgmg","TENANT_MINE_INCOHERENT","unknown","dgmg","/analytics/national","analytics","management","sonasp","reports.read","true","true","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1599 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b62d8e28ad7","POR-comptoir","comptoir","CAPACITES_EXPLICITES_VIDES","unknown","comptoir","/requisitions","gold_purchases","customer | management | mine","mine | sonasp","mine.operate | sonasp.approve | sonasp.finance.execute | sonasp.finance.reconcile | sonasp.prepare | sonasp.workflow.read","true","false","<ProtectedRoute allowedRoles={['management', 'mine']} requiredAnyCapabilities={MINE_RELATION_READ_CAPABILITIES} >","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:929 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b6f50456adf","POR-airport","airport","PROFIL_INACTIF","unknown","sonasp","/freight-customs","shipping","airport | customer | management | mine","airport | mine | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1347 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b754a042c5c","POR-direction","manager","CAPACITES_EXPLICITES_COMPLETES","direction","sonasp","/national-reserve/controls","national_reserve","admin | management","sonasp","","true","true","<ProtectedRoute allowedRoles={['management', 'admin']}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:672 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b7c65efea19","POR-dgi","dgi","TENANT_MINE_INCOHERENT","unknown","dgi","/admin/transport-companies/new","public-et-alias","admin | management","admin | sonasp","referentials.manage | sonasp.prepare","false","true","<ProtectedRoute allowedRoles={['management']}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1125 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b7c96dff2c8","POR-refinery","refinery","MODULES_EXPLICITES_VIDES","refinery","sonasp","/sales/approve/:saleId","sales","customer | management","customer | sonasp","","false","false","<ProtectedRoute>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1478 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b7e9e9c656c","POR-customer","customer","PROFIL_INACTIF","unknown","sonasp","/portail-mine","portal-mine","customer | mine","mine","mine.operate","false","false","<MinePortalGuard> | <ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:400 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b7effd23b46","POR-mine","mine","PROFIL_INACTIF","unknown","sonasp","/reports","reports","airport | customer | factory | management | mine | refinery","airport | customer | factory | mine | refinery | sonasp","airport.operate | customer.operate | factory.operate | mine.operate | refinery.operate | reports.read","true","false","<ProtectedRoute requiredPermission={PERMISSIONS.REPORTS_VIEW}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1626 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-1b8674cc8c01","POR-customer","customer","CAPACITES_EXPLICITES_COMPLETES","collector","sonasp","/collecte/ventes","artisan_gold_market","admin | collector | comptoir | customer | dgmg | management | owner","admin | collector | comptoir | dgmg | owner | sonasp","","false","false","<ProtectedRoute>","ADMIS_PAR_REGISTRE_FRONTEND","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:330 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
