"id","formulaire","champ","nature","variante","libelle","controle_id","obligation_enregistrement","payload","rpc_service","stockage","transformation_relation","restitution_detail","ecart_detail","source_ui_candidat","source_payload_candidat","source_stockage_candidat","source_detail_candidat","statut","source_baseline","source_version_candidat","candidate_commit"
"MAP-ARTISAN-whatsapp","ARTISAN","whatsapp","SAISIE_METIER","Branches physique/morale","Téléphone WhatsApp","whatsapp","Facultatif","p_dossier.whatsapp","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.whatsapp","WhatsApp reprend le téléphone lorsque la case est cochée.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:200","src/lib/artisanDossier.ts:283","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:147","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:200 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-whatsapp_identique","ARTISAN","whatsapp_identique","SAISIE_METIER","Branches physique/morale","Identique au téléphone","Sans id explicite ; label englobant","Facultatif","p_dossier.whatsapp_identique","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.whatsapp_identique","WhatsApp reprend le téléphone lorsque la case est cochée.","RESTITUTION_DERIVEE","","src/components/artisan/ArtisanDossierFields.tsx:212","src/lib/artisanDossier.ts:284","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:147","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:212 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-email","ARTISAN","email","SAISIE_METIER","Branches physique/morale","E-mail","email","Facultatif","p_dossier.email","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.email","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:580","src/lib/artisanDossier.ts:281","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:148","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:580 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-artisanal_site_id","ARTISAN","artisanal_site_id","SAISIE_METIER","Tous rôles hors aide exploitant","Site artisanal de rattachement","ComboBox — id généré par le composant","Facultatif hors aide exploitant","p_dossier.artisanal_site_id","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.artisanal_site_id","Relation vers artisanal_sites.id ; null envoyé pour aide exploitant (site hérité).","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:547","src/lib/artisanDossier.ts:285","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:72","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:547 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-exploitant_id","ARTISAN","exploitant_id","SAISIE_METIER","Aide exploitant","Exploitant de rattachement","exploitant_id","Requis pour aide exploitant","p_dossier.exploitant_id","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.exploitant_id","Relation vers exploitant existant ; recherche puis choix, texte de recherche non persisté.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:485","src/lib/artisanDossier.ts:287","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:60","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:485 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-observations","ARTISAN","observations","SAISIE_METIER","Branches physique/morale","Observations","observations","Facultatif","p_dossier.observations","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.observations","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:593","src/lib/artisanDossier.ts:282","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:159","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:593 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-nom","ARTISAN","nom","SAISIE_METIER","Personne physique","Nom","nom","Requis","p_dossier.nom","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.nom","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:454","src/lib/artisanDossier.ts:309","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:106","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:454 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-prenoms","ARTISAN","prenoms","SAISIE_METIER","Personne physique","Prénom(s)","prenoms","Facultatif","p_dossier.prenoms","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.prenoms","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:455","src/lib/artisanDossier.ts:310","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:106","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:455 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-date_naissance","ARTISAN","date_naissance","SAISIE_METIER","Personne physique","Date de naissance","date_naissance","Requis ; adulte >= 18 ans","p_dossier.date_naissance","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.date_naissance","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:458","src/lib/artisanDossier.ts:311","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:117","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:458 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-lieu_naissance","ARTISAN","lieu_naissance","SAISIE_METIER","Personne physique","Lieu de naissance","lieu_naissance","Facultatif","p_dossier.lieu_naissance","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.lieu_naissance","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:459","src/lib/artisanDossier.ts:312","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:118","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:459 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-sexe","ARTISAN","sexe","SAISIE_METIER","Personne physique","Sexe","sexe","Facultatif ; M/F uniquement dans la liste","p_dossier.sexe","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.sexe","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:460","src/lib/artisanDossier.ts:314","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:121","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:460 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-nationalite","ARTISAN","nationalite","SAISIE_METIER","Personne physique","Nationalité","nationalite","Facultatif","p_dossier.nationalite","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.nationalite","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:465","src/lib/artisanDossier.ts:313","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:127","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:465 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-type_piece_identite","ARTISAN","type_piece_identite","SAISIE_METIER","Personne physique","Type de pièce","type_piece_identite","Requis","p_dossier.type_piece_identite","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.type_piece_identite","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:302","src/lib/artisanDossier.ts:315","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:128","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:302 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-numero_piece_identite","ARTISAN","numero_piece_identite","SAISIE_METIER","Personne physique","Numéro de pièce","numero_piece_identite","Requis","p_dossier.numero_piece_identite","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.numero_piece_identite","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:312","src/lib/artisanDossier.ts:316","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:129","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:312 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-date_delivrance_piece","ARTISAN","date_delivrance_piece","SAISIE_METIER","Personne physique","Date de délivrance","date_delivrance_piece","Facultatif ; pas future","p_dossier.date_delivrance_piece","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.date_delivrance_piece","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:316","src/lib/artisanDossier.ts:317","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:130","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:316 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-date_expiration_piece","ARTISAN","date_expiration_piece","SAISIE_METIER","Personne physique","Date d’expiration","date_expiration_piece","Facultatif ; >= délivrance","p_dossier.date_expiration_piece","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.date_expiration_piece","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:322","src/lib/artisanDossier.ts:318","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:131","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:322 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-lieu_delivrance_piece","ARTISAN","lieu_delivrance_piece","SAISIE_METIER","Personne physique","Lieu de délivrance","lieu_delivrance_piece","Facultatif","p_dossier.lieu_delivrance_piece","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.lieu_delivrance_piece","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:327","src/lib/artisanDossier.ts:319","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:132","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:327 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-raison_sociale","ARTISAN","raison_sociale","SAISIE_METIER","Personne morale","Raison sociale","raison_sociale","Requis pour personne morale","p_dossier.raison_sociale","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.raison_sociale","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:408","src/lib/artisanDossier.ts:293","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:106","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:408 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-numero_registre_commerce","ARTISAN","numero_registre_commerce","SAISIE_METIER","Personne morale","Numéro RCCM","numero_registre_commerce","Requis pour personne morale","p_dossier.numero_registre_commerce","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.numero_registre_commerce","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:410","src/lib/artisanDossier.ts:294","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:109","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:410 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-numero_ifu","ARTISAN","numero_ifu","SAISIE_METIER","Personne morale","Numéro IFU","numero_ifu","Requis pour personne morale","p_dossier.numero_ifu","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.numero_ifu","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:411","src/lib/artisanDossier.ts:295","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:110","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:411 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-siege_pays","ARTISAN","siege_pays","SAISIE_METIER","Personne morale","Pays du siège","siege_pays","Requis pour personne morale","p_dossier.siege_pays","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.siege_pays","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:221","src/lib/artisanDossier.ts:296","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:111","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:221 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-siege_region","ARTISAN","siege_region","SAISIE_METIER","Personne morale","Région du siège","siege_region","Requis pour personne morale","p_dossier.siege_region","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.siege_region","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:222","src/lib/artisanDossier.ts:297","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:112","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:222 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-siege_commune","ARTISAN","siege_commune","SAISIE_METIER","Personne morale","Commune du siège","siege_commune","Requis pour personne morale","p_dossier.siege_commune","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.siege_commune","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:223","src/lib/artisanDossier.ts:298","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:113","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:223 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-siege_adresse","ARTISAN","siege_adresse","SAISIE_METIER","Personne morale","Adresse complète du siège","siege_adresse","Requis pour personne morale","p_dossier.siege_adresse","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisans_miniers.siege_adresse","Seule la branche juridique active est transmise ; les champs de l’autre branche ne sont pas envoyés.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:414","src/lib/artisanDossier.ts:299","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:221","src/components/artisan/ArtisanDossierSummary.tsx:114","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:414 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.nom","ARTISAN","responsable.nom","SAISIE_METIER","Personne morale — responsable","Nom du responsable","responsable.nom","Requis pour personne morale","p_dossier.responsable.nom","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.nom","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:423","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:173","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:423 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.prenoms","ARTISAN","responsable.prenoms","SAISIE_METIER","Personne morale — responsable","Prénom(s) du responsable","responsable.prenoms","Requis pour personne morale","p_dossier.responsable.prenoms","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.prenoms","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:424","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:173","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:424 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.date_naissance","ARTISAN","responsable.date_naissance","SAISIE_METIER","Personne morale — responsable","Date de naissance du responsable","responsable.date_naissance","Requis pour personne morale","p_dossier.responsable.date_naissance","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.date_naissance","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:425","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:174","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:425 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.telephone","ARTISAN","responsable.telephone","SAISIE_METIER","Personne morale — responsable","Téléphone du responsable","responsable.telephone","Requis pour personne morale","p_dossier.responsable.telephone","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.telephone","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:181","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:176","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:181 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.whatsapp","ARTISAN","responsable.whatsapp","SAISIE_METIER","Personne morale — responsable","WhatsApp du responsable","responsable.whatsapp","Facultatif","p_dossier.responsable.whatsapp","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.whatsapp","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:200","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:177","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:200 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.whatsapp_identique","ARTISAN","responsable.whatsapp_identique","SAISIE_METIER","Personne morale — responsable","WhatsApp identique au téléphone du responsable","Sans id explicite ; label englobant","Facultatif","p_dossier.responsable.whatsapp_identique","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.whatsapp_identique","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUTION_DERIVEE","","src/components/artisan/ArtisanDossierFields.tsx:212","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:177","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:212 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.email","ARTISAN","responsable.email","SAISIE_METIER","Personne morale — responsable","E-mail du responsable","responsable.email","Facultatif","p_dossier.responsable.email","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.email","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:434","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:178","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:434 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
