"id","portail","module","route","type","libelle","source","composants","actions","permissions","politique_registre","defauts","responsable","exigence_design","methode","revue_statique","statut","test_ui","preuve_ui","baseline","version_source"
"ACT-6d9c6798104c","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","ACTION_JSX","Précédent","src/pages/artisan-minier/ArtisanMinierListe.tsx:657","src/pages/artisan-minier/ArtisanMinierListe.tsx","{() => setPage((courante) => Math.max(1, courante - 1))}","src/pages/artisan-minier/ArtisanMinierListe.tsx:164 isComptoirScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:165 isCollectorScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:303 canManageMiningRegistry(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:353 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-6e7252a9b847","comptoir | owner","portal-comptoir","/portail-comptoir/ventes-sonasp","ACTION_JSX","Nouvelle cession","src/pages/comptoir/ComptoirSonaspSalesPage.tsx:106","src/pages/comptoir/ComptoirSonaspSalesPage.tsx","{() => { setError(null); setDialogOpen(true); }}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-comptoir","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-6f24683ad368","collector | owner","portal-collector","/portail-collecteur","ACTION_JSX","Stock du comptoir","src/pages/collector/CollectorPortalPage.tsx:123","src/pages/collector/CollectorPortalPage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-collector","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-6f57590c0d1d","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs","ACTION_JSX","Actualiser","src/pages/collector/ComptoirsPage.tsx:171","src/pages/collector/ComptoirsPage.tsx","{() => void load()}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-6fbbf35ea6d7","admin | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/rapports/quantites","ACTION_JSX","Exporter en Excel","src/pages/artisan-minier/RapportQuantites.tsx:124","src/pages/artisan-minier/RapportQuantites.tsx","{() => void exporter()}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-6ff40aa99c94","admin | collector | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/paiements/historique/:paiementId","ACTION_JSX","{label}","src/pages/artisan-minier/PaiementDetails.tsx:501","src/pages/artisan-minier/PaiementDetails.tsx","{() => setActiveTab(id)}","src/pages/artisan-minier/PaiementDetails.tsx:181 isCollectorScopedUser(user) | src/pages/artisan-minier/PaiementDetails.tsx:183 hasSensitiveCapability(user, CAPABILITIES.COLLECTOR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:184 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:184 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:185 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_RECONCILE) | src/pages/artisan-minier/PaiementDetails.tsx:186 hasSensitiveCapability(user, CAPABILITIES.FINANCE_RECONCILE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7055174272a9","admin | owner | sonasp","artisan-minier","/artisan-minier/:artisanId/infractions/:infractionId","ACTION_JSX","Ouvrir","src/pages/artisan-minier/InfractionDetails.tsx:290","src/pages/artisan-minier/InfractionDetails.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-70a6ac4b2934","collector | owner","portal-collector","/portail-collecteur","ACTION_JSX","Taxes","src/pages/collector/CollectorPortalPage.tsx:125","src/pages/collector/CollectorPortalPage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-collector","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7295dd548795","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","Régénérer","src/components/artisan/AffiliationDigitalCard.tsx:306","src/components/artisan/AffiliationDigitalCard.tsx","{onRetry}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-73d554e03a98","admin | owner | sonasp","artisan-minier","/artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","Consulter","src/pages/artisan-minier/AffiliationsCartes.tsx:832","src/pages/artisan-minier/AffiliationsCartes.tsx","{() => openDossier(card.artisan_id, card.id) }","src/pages/artisan-minier/AffiliationsCartes.tsx:121 hasSensitiveCapability( user, CAPABILITIES.PLATFORM_SETTINGS_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:125 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:131 hasSensitiveCapability(user, CAPABILITIES.ARTISAN_CARDS_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-742e5c7d8edb","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","ACTION_JSX","{isCollector ? 'Collecteur' : isComptoir ? 'Comptoir' : 'Artisans miniers'}","src/pages/artisan-minier/ArtisanMinierListe.tsx:339","src/pages/artisan-minier/ArtisanMinierListe.tsx","","src/pages/artisan-minier/ArtisanMinierListe.tsx:164 isComptoirScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:165 isCollectorScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:303 canManageMiningRegistry(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:353 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-74a4112a1b04","admin | owner | sonasp","public-et-alias","/sonasp/cessions-comptoirs","ACTION_JSX","Historique ( {events.length} ) {expanded ? <ChevronUp aria-hidden=""true"" /> : <ChevronDown aria-hidden=""true"" />}","src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx:228","src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx","{() => setExpandedSaleId(expanded ? null : sale.id)}","src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx:76 hasCapability(user, CAPABILITIES.SONASP_APPROVE) | src/pages/comptoir/SonaspComptoirSalesInboxPage.tsx:77 hasCapability(user, CAPABILITIES.FINANCE_EXECUTE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot public-et-alias","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-74b3d4c2bdb0","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or","ACTION_JSX","Filtres {filtresActifs > 0 && <em>{filtresActifs}</em>}","src/pages/artisan-minier/VentesOr.tsx:318","src/pages/artisan-minier/VentesOr.tsx","{() => setFiltresOuverts(true)}","src/pages/artisan-minier/VentesOr.tsx:133 isComptoirScopedUser(user) | src/pages/artisan-minier/VentesOr.tsx:134 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-760e3f2251c5","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","ACTION_JSX","Suivi de la carte","src/pages/artisan-minier/ArtisanMinierListe.tsx:591","src/pages/artisan-minier/ArtisanMinierListe.tsx","{() => navigate('/artisan-minier/cartes/suivi')}","src/pages/artisan-minier/ArtisanMinierListe.tsx:164 isComptoirScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:165 isCollectorScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:303 canManageMiningRegistry(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:353 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-76a8e5fc6458","collector | owner","portal-collector","/portail-collecteur","ACTION_JSX","Orpailleurs assignés","src/pages/collector/CollectorPortalPage.tsx:121","src/pages/collector/CollectorPortalPage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-collector","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-78326bd7aab5","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","Confirmer le paiement","src/components/artisan/AffiliationPaymentPanel.tsx:183","src/components/artisan/AffiliationPaymentPanel.tsx","{() => onConfirm(receipt.id)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7886bdf9a738","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id/edit | /artisan-minier/liste","ACTION_JSX","{label}","src/components/artisan/ArtisanMinierForm.tsx:1085","src/components/artisan/ArtisanMinierForm.tsx","{(e) => { e.preventDefault(); document.getElementById(id)?.scrollIntoView({ behavior: ""smooth"", block: ""start"", }); }}","src/components/artisan/ArtisanMinierForm.tsx:434 canManageMiningRegistry(user) | src/components/artisan/ArtisanMinierForm.tsx:95 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_PAYMENT_METHODS_MANAGE, )","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-79f79093f559","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","ACTION_JSX","Nouvel artisan","src/pages/artisan-minier/ArtisanMinierListe.tsx:354","src/pages/artisan-minier/ArtisanMinierListe.tsx","{() => setShowForm(true)}","src/pages/artisan-minier/ArtisanMinierListe.tsx:164 isComptoirScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:165 isCollectorScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:303 canManageMiningRegistry(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:353 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7a08e3bca1d4","admin | owner | sonasp","artisan-minier","/artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","button","src/pages/artisan-minier/AffiliationsCartes.tsx:1134","src/pages/artisan-minier/AffiliationsCartes.tsx","{() => onSelect(artisan.id)}","src/pages/artisan-minier/AffiliationsCartes.tsx:121 hasSensitiveCapability( user, CAPABILITIES.PLATFORM_SETTINGS_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:125 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:131 hasSensitiveCapability(user, CAPABILITIES.ARTISAN_CARDS_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7a302fb9d684","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or","ACTION_JSX","Actualiser","src/pages/artisan-minier/VentesOr.tsx:326","src/pages/artisan-minier/VentesOr.tsx","{() => void loadSales()}","src/pages/artisan-minier/VentesOr.tsx:133 isComptoirScopedUser(user) | src/pages/artisan-minier/VentesOr.tsx:134 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7a85a5fbd1e6","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau","ACTION_JSX","Ouvrir {preview.name} dans un nouvel onglet","src/pages/collector/ComptoirForm.tsx:245","src/pages/collector/ComptoirForm.tsx","","src/pages/collector/ComptoirForm.tsx:938 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7b76a2749207","admin | dgmg | owner | sonasp","mining_sites","/artisan-sites/:siteId","ACTION_JSX","Réessayer","src/pages/artisanal-sites/ArtisanalSiteDetails.tsx:47","src/pages/artisanal-sites/ArtisanalSiteDetails.tsx","{refresh}","src/pages/artisanal-sites/ArtisanalSiteDetails.tsx:64 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot sites artisanaux","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7c3f68f72055","admin | collector | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/paiements/:venteId/nouveau","ACTION_JSX","{submitting ? <Loader2 className=""sn-spin"" aria-hidden=""true"" /> : <Save aria-hidden=""true"" />} {submitting ? 'Enregistrement…' : 'Enregistrer le paiement'}","src/pages/artisan-minier/PaiementForm.tsx:617","src/pages/artisan-minier/PaiementForm.tsx","","src/pages/artisan-minier/PaiementForm.tsx:242 isCollectorScopedUser(user) | src/pages/artisan-minier/PaiementForm.tsx:243 hasSensitiveCapability(user, CAPABILITIES.COLLECTOR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementForm.tsx:244 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementForm.tsx:244 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7d386a473683","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier | artisan_gold_market","/artisan-minier/:id/edit | /artisan-minier/collecteurs/:id/modifier | /artisan-minier/collecteurs/nouveau | /artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau | /artisan-minier/liste | /collecte/ventes | /collecte/ventes/nouvelle","ACTION_JSX","{value === option.value && ( <Check className=""w-4 h-4 text-blue-600"" aria-hidden=""true"" /> )}","src/components/ui/ComboBox.tsx:321","src/components/ui/ComboBox.tsx","{() => handleSelect(option.value)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7df36ba8bb75","admin | owner | sonasp","artisan-minier","/artisan-minier/:artisanId/infractions/:infractionId","ACTION_JSX","Télécharger","src/pages/artisan-minier/InfractionDetails.tsx:293","src/pages/artisan-minier/InfractionDetails.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7effd6485259","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs","ACTION_JSX","Nouveau comptoir","src/pages/collector/ComptoirsPage.tsx:179","src/pages/collector/ComptoirsPage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-7f09586442a3","admin | owner | sonasp","artisan-minier","/artisan-minier","ACTION_JSX","div","src/pages/artisan-minier/ArtisanMinierDashboard.tsx:267","src/pages/artisan-minier/ArtisanMinierDashboard.tsx","{() => setFiltresOuverts(false)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-8116a72c2721","admin | dgmg | owner","mining_sites","/artisan-sites/:siteId/modifier | /artisan-sites/nouveau","ACTION_JSX","{saving ? <Loader2 className=""is-spinning"" aria-hidden=""true"" /> : <Save aria-hidden=""true"" />} {saving ? 'Enregistrement…' : 'Enregistrer le site'}","src/pages/artisanal-sites/ArtisanalSiteForm.tsx:725","src/pages/artisanal-sites/ArtisanalSiteForm.tsx","","src/pages/artisanal-sites/ArtisanalSiteForm.tsx:358 canManageMiningRegistry(user) | src/pages/artisanal-sites/ArtisanalSiteForm.tsx:395 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot sites artisanaux","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-81d6d4fb460a","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id/edit | /artisan-minier/liste","ACTION_JSX","Annuler","src/components/artisan/ArtisanMinierForm.tsx:982","src/components/artisan/ArtisanMinierForm.tsx","{cancel}","src/components/artisan/ArtisanMinierForm.tsx:434 canManageMiningRegistry(user) | src/components/artisan/ArtisanMinierForm.tsx:95 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_PAYMENT_METHODS_MANAGE, )","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-8436cc5cb2c0","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/collecteurs | /artisan-minier/collecteurs/:id","ACTION_JSX","Artisans miniers","src/pages/collector/CollectorDetails.tsx:248","src/pages/collector/CollectorDetails.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
